original_index,label,label_name,source_file,source_file_name,device,attack_type,true_label,pred_label,true_label_name,pred_label_name,attack_probability,confidence,confidence_uncertainty,entropy,entropy_norm,correct,priority_score,model
886070,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,6.499383e-05,0.99993503,6.496906e-05,0.00069158664,0.0009977486154865952,0,0.00034481531228946094,UVIF-IoT + T
1050466,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0004141114,0.9995859,0.00041407347,0.003639657,0.005250915177107039,0,0.0018651449428110929,UVIF-IoT + T
823177,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0004985388,0.99950147,0.00049853325,0.0042892126,0.006188025800212666,0,0.0022053837820690332,UVIF-IoT + T
1002519,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.00055249414,0.9994475,0.00055247545,0.0046966188,0.006775788602066454,0,0.0024194787425560627,UVIF-IoT + T
807596,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.junk.csv,1.gafgyt.junk.csv,device_1,gafgyt+junk,1,0,attack,benign,0.0005690213,0.99943095,0.00056904554,0.004820379,0.0069543368249873954,0,0.0024846207932235674,UVIF-IoT + T
692831,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0005745129,0.99942553,0.00057446957,0.004861313,0.007013392039534642,0,0.0025061679600967115,UVIF-IoT + T
559736,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0005868102,0.99941325,0.0005867481,0.0049529183,0.007145550629614261,0,0.00255441990269619,UVIF-IoT + T
883549,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0007176515,0.9992824,0.0007175803,0.00591278,0.00853033813918085,0,0.0030614432615649356,UVIF-IoT + T
1016965,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.mirai.syn.csv,1.mirai.syn.csv,device_1,mirai+syn,1,0,attack,benign,0.0011839332,0.99881613,0.0011838675,0.00916159,0.013217379979530512,0,0.004793954108088885,UVIF-IoT + T
811710,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.mirai.ack.csv,1.mirai.ack.csv,device_1,mirai+ack,1,0,attack,benign,0.0014338879,0.9985661,0.0014339089,0.010821069,0.015611502092071116,0,0.005687176343767044,UVIF-IoT + T
902638,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0015958718,0.9984041,0.0015959144,0.01187259,0.017128526121355996,0,0.0062556765871056635,UVIF-IoT + T
696107,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.001706624,0.99829334,0.0017066598,0.012581924,0.01815187932579702,0,0.006640207789505604,UVIF-IoT + T
603488,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.0021097371,0.9978903,0.0021097064,0.015105975,0.021793315019021365,0,0.008014804353806356,UVIF-IoT + T
816810,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.015501582,0.98449844,0.015501559,0.07997298,0.11537662512312553,0,0.045464090418071215,UVIF-IoT + T
739437,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.02499496,0.97500503,0.02499497,0.11688839,0.16863429913532926,0,0.0680867638278371,UVIF-IoT + T
585839,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.027624872,0.9723751,0.027624905,0.12638651,0.1823371888254744,0,0.07403857373981661,UVIF-IoT + T
1004081,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.04284509,0.9571549,0.04284507,0.1768829,0.25518807232854906,0,0.10654798045151873,UVIF-IoT + T
1011939,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.04504348,0.9549565,0.045043528,0.183654,0.26495670839538793,0,0.11101745796022004,UVIF-IoT + T
798701,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.047629926,0.95237005,0.047629952,0.1914767,0.27624248941681306,0,0.11621370104682899,UVIF-IoT + T
1059097,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.051580336,0.9484197,0.05158031,0.2031424,0.29307253964759666,0,0.12402799165403175,UVIF-IoT + T
982069,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.junk.csv,1.gafgyt.junk.csv,device_1,gafgyt+junk,1,0,attack,benign,0.068361506,0.9316385,0.06836152,0.24937993,0.359779192463778,0,0.15578681501186564,UVIF-IoT + T
809956,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.09172762,0.9082723,0.091727674,0.30651683,0.4422103050396713,0,0.19687243724006034,UVIF-IoT + T
1060187,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,0,attack,benign,0.094749,0.905251,0.094748974,0.3133897,0.45212574979685294,0,0.20196202227778,UVIF-IoT + T
765648,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.108815946,0.8911841,0.10881591,0.3440326,0.4963341051794515,0,0.2250713857101627,UVIF-IoT + T
880123,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,0,attack,benign,0.11757277,0.8824272,0.117572784,0.36206084,0.5223433854347358,0,0.2390039580215779,UVIF-IoT + T
706688,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.12767412,0.87232584,0.12767416,0.38194132,0.5510248461278009,0,0.254679345530621,UVIF-IoT + T
907903,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.15462291,0.845377,0.15462297,0.43064493,0.6212893040423811,0,0.29462284144595924,UVIF-IoT + T
723176,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.mirai.scan.csv,1.mirai.scan.csv,device_1,mirai+scan,1,0,attack,benign,0.2840522,0.71594775,0.28405225,0.5967399,0.8609136773941122,0,0.45711064960948233,UVIF-IoT + T
947334,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,0,attack,benign,0.3915667,0.6084333,0.3915667,0.6694437,0.9658031444329254,0,0.5638376334481905,UVIF-IoT + T
760234,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.3954642,0.60453576,0.39546424,0.6711297,0.968235495064078,0,0.567295607141679,UVIF-IoT + T
797169,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.39804316,0.60195684,0.39804316,0.6722103,0.969794431802824,0,0.5695685414901956,UVIF-IoT + T
560065,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,0,attack,benign,0.465272,0.534728,0.465272,0.6907332,0.9965173540678635,0,0.6246456172516053,UVIF-IoT + T
